id_met	anno	coverage_End	mean_End	coverage_Ect	mean_Ect	coverage_Mesend	mean_Mesend	base_met	enh_base_met
GSE82692_Forebrain_E16.5_cpg_meth	all	112	48.2946428571429	1118	19.6681574239714	1348	59.683234421365	68.564042388198	34.9271019131784
GSE82705_Neural_tube_E14.5_cpg_meth	all	112	54.6071428571429	1118	26.1252236135957	1348	50.5341246290801	69.6705018028173	36.1537109835499
GSE82724_Craniofacial_E14.5_cpg_meth	all	112	33.6607142857143	1118	35.8720930232558	1348	42.6142433234421	66.1244899610996	34.2572840612442
GSE82725_Neural_tube_E15.5_cpg_meth	all	112	55.0803571428572	1118	27.1332737030411	1348	52.0971810089021	70.3895083672606	35.9062057308488
GSE82766_Lung_E16.5_cpg_meth	all	112	31.9910714285714	1118	47.5366726296959	1348	25.3649851632047	62.7498836247823	31.76768398496
GSE82774_Stomach_E14.5_cpg_meth	all	112	38.0625	1118	47.2987477638641	1348	30.286350148368	66.6991384376399	35.1761815067039
GSE82780_Liver_P0_cpg_meth	all	112	28.4375	1118	50.432915921288	1348	30.6654302670623	60.4810170187429	34.370780286549
GSE82812_Craniofacial_E13.5_cpg_meth	all	112	35.8839285714286	1118	35.7951699463327	1348	44.4547477744807	67.5879724517708	34.8986857307443
GSE82823_Hindbrain_E12.5_cpg_meth	all	112	50.1875	1118	27.4472271914132	1348	52.896884272997	70.5069661016121	37.8053950155344
GSE82824_Neural_tube_E11.5_cpg_meth	all	112	51.9375	1118	34.2057245080501	1348	47.8850148367953	70.0346260611007	38.8030467299364
GSE82828_Craniofacial_E12.5_cpg_meth	all	112	41.1339285714286	1118	34.8747763864043	1348	43.1327893175074	68.2637869767218	35.8182888701517
GSE82834_Heart_E11.5_cpg_meth	all	112	45.375	1118	48.4069767441861	1348	24.8523738872404	63.9107453779626	34.6296824475203
GSE82836_Midbrain_E12.5_cpg_meth	all	112	56.2946428571429	1118	23.7110912343471	1348	57.906528189911	70.8390808638056	38.8520557214112
GSE82844_Heart_E14.5_cpg_meth	all	112	43.8214285714286	1118	50.1368515205725	1348	25.9591988130564	63.7368145406093	33.5809229471033
GSE82855_Neural_tube_E13.5_cpg_meth	all	112	55.1517857142857	1118	26.3273703041145	1348	51.3523738872404	70.1284099696345	36.6274037189843
GSE82862_Liver_E13.5_cpg_meth	all	112	38.4107142857143	1118	46.3389982110912	1348	26.3946587537092	55.3294497845444	32.0659730771718
GSE82887_Limb_E15.5_cpg_meth	all	112	42.1071428571429	1118	45.3211091234347	1348	34.6958456973294	66.3462257338212	33.6329885305956
GSE82891_Limb_E13.5_cpg_meth	all	111	46.963963963964	1109	45.858431018936	1334	33.068215892054	73.370618430492	35.0430603088189
GSE82905_Hindbrain_E13.5_cpg_meth	all	112	55.7589285714286	1118	23.5831842576029	1348	56.8197329376855	71.2542337091928	37.2321814727418
GSE82907_Craniofacial_E15.5_cpg_meth	all	112	32.3571428571429	1118	37.9669051878354	1348	43.6951038575668	66.6817976742486	33.8581963364002
GSE82945_Liver_E14.5_cpg_meth	all	112	31.6428571428571	1118	44.5509838998211	1348	25.4094955489614	52.2185459025538	30.6309390464609
GSE82951_Hindbrain_E14.5_cpg_meth	all	112	54.6696428571429	1118	23.1484794275492	1348	55.8827893175074	70.0227889541761	36.5986893882048
GSE82971_Kidney_E14.5_cpg_meth	all	112	51.1785714285714	1118	44.0581395348837	1348	35.4183976261128	68.0193165970622	35.4683561086449
GSE82972_Intestine_E15.5_cpg_meth	all	112	35.7678571428571	1118	48.5518783542039	1348	30.3367952522255	67.8962192126092	35.4143703583724
GSE82987_Midbrain_E16.5_cpg_meth	all	112	52.8214285714286	1108	20.7527075812274	1326	60.2420814479638	76.4434535259487	36.7506989648211
GSE82992_Midbrain_P0_cpg_meth	all	109	48.697247706422	1108	21.8880866425993	1330	60.5947368421053	76.1885093480279	37.0768905848101
GSE83011_Kidney_E15.5_cpg_meth	all	112	49.9017857142857	1118	43.6636851520573	1348	34.3724035608309	68.387897169091	34.662596979852
GSE83017_Limb_E11.5_cpg_meth	all	112	53.2410714285714	1118	48.9856887298748	1348	34.1157270029674	69.2566065904095	38.1191074881933
GSE83041_Craniofacial_E11.5_cpg_meth	all	112	48.3571428571429	1118	34.4919499105546	1348	45.8382789317508	68.348008829954	37.3153096726116
GSE83043_Midbrain_E13.5_cpg_meth	all	112	58.0892857142857	1118	20.8175313059034	1348	61.7870919881306	71.0498098714032	37.9251543154442
GSE83047_Stomach_E16.5_cpg_meth	all	112	33.7321428571429	1118	48.3819320214669	1348	30.5689910979229	65.5660357517634	34.2811179681239
Hon_2013_kidney_GRCm38_bismark_bt2.deduplicated.bismark	all	94	38.0355991526204	941	50.0844255520132	1146	42.8032176036103	73.767898342564	36.2547390212701
Hon_2013_bone_marrow_GRCm38_bismark_bt2.deduplicated.bismark	all	95	28.4724310776942	984	56.4073702945654	1144	39.25932119551	67.1148505909419	35.7383078013373
Hon_2013_stomach_GRCm38_bismark_bt2.deduplicated.bismark	all	100	17.8189976689977	934	56.8432834118059	1078	32.7634762166302	71.313678482308	35.2426294714888
Hon_2013_colon_GRCm38_bismark_bt2.deduplicated.bismark	all	92	23.7853692201518	938	60.3230075257873	1091	39.5044256050079	74.5827077109181	38.1707319111847
Hon_2013_uterus_GRCm38_bismark_bt2.deduplicated.bismark	all	96	24.8313867845118	974	52.5031741587183	1184	35.121813012438	71.6505217494199	33.6843782411708
Hon_2013_pancreas_GRCm38_bismark_bt2.deduplicated.bismark	all	104	19.9347527472527	1004	50.6744215832861	1196	24.7606209750859	66.8739693485657	32.77084209875
Hon_2013_skin_GRCm38_bismark_bt2.deduplicated.bismark	all	94	22.7630023640662	939	53.1167598819356	1130	38.4176555990715	71.6729443159991	34.3172785781344
Hon_2013_cerebellum_GRCm38_bismark_bt2.deduplicated.bismark	all	99	44.2272121817576	943	33.0898018525116	1142	64.341449781918	74.214698237717	34.8822177870812
Hon_2013_lung_GRCm38_bismark_bt2.deduplicated.bismark	all	99	42.6807760141094	1024	51.5418005803174	1226	31.9954741651316	71.4421886894153	34.9535592571739
Hon_2013_thymus_GRCm38_bismark_bt2.deduplicated.bismark	all	95	43.9202172096909	975	67.4180826296211	1184	53.9406457375207	80.657788532997	44.3652000416015
Hon_2013_spleen_GRCm38_bismark_bt2.deduplicated.bismark	all	100	41.6357142857143	1032	60.5897429443941	1225	47.632485201873	76.6801891380677	41.8106453314713
Hon_2013_intestine_GRCm38_bismark_bt2.deduplicated.bismark	all	100	25.9992063492064	1004	60.8346514596515	1183	31.4884829257561	72.8219646994586	37.7253398984706
Hon_2013_cortex_GRCm38_bismark_bt2.deduplicated.bismark	all	99	38.7774571107904	1040	36.179111753631	1213	65.5457706126321	75.2361673011365	36.8716126545925
Hon_2013_liver_GRCm38_bismark_bt2.deduplicated.bismark	all	88	22.6136363636364	896	60.5906763747166	1095	36.2419004131333	74.0156352277751	42.2563325697805
Hon_2013_olfactory_bulb_GRCm38_bismark_bt2.deduplicated.bismark	all	101	40.4155037352475	1010	33.2002714411713	1222	69.0606406686603	76.6571188041266	37.6677490230377
Hon_2013_heart_GRCm38_bismark_bt2.deduplicated.bismark	all	108	39.4543650793651	1041	51.7213683424058	1240	33.9156506575861	70.9673456438248	35.8038810422927
Cole_2017_SRR4473818_WTO_Rep1_WGBS_88weeks	all	82	16.6695702671312	977	64.1186872379298	1243	34.3539753354717	73.1006628440021	39.3401414342738
Cole_2017_SRR4473819_WTO_Rep2_WGBS_88weeks	all	77	23.1215213358071	956	60.281768252941	1243	34.6723101248443	72.4303659362354	38.7324055492499
Cole_2017_SRR4473820_WTO_Rep3_WGBS_88weeks	all	79	9.90657022302592	914	62.6212815873647	1224	34.9509715502363	72.9645129342509	38.5106675853168
Cole_2017_SRR4473821_WTO_Rep4_WGBS_88weeks	all	94	17.0124113475177	977	65.5243988355554	1235	35.5167319185538	73.1749874650274	38.7435596885204
Cole_2017_SRR4473826_WTY_Rep1_WGBS_8weeks	all	78	18.2448107448107	950	62.0349653270706	1229	33.9408261776148	72.9838167911242	39.4108224680378
Cole_2017_SRR4473827_WTY_Rep2_WGBS_8weeks	all	82	21.6860679970436	996	62.9690567998949	1244	37.636543074646	72.7890481321653	39.0258374199012
Cole_2017_SRR4473828_WTY_Rep3_WGBS_8weeks	all	78	12.3290598290598	985	63.1079126739025	1212	35.0672507726963	71.7206734249685	39.0037199923035
Cole_2017_SRR4473829_WTY_Rep4_WGBS_8weeks	all	83	24.2101740294511	965	62.5658337057301	1222	35.0627829617191	72.5888786632642	39.1080836700127
Jadhav_2019_Instestinal_Epithelium_SRR6763517_GSM3020565_WGBS	all	56	15.6547619047619	752	61.8351063829787	869	25.2323414981643	72.7231558985931	39.0481876790876
Jadhav_2019_Instestinal_Epithelium_SRR6763518_GSM3020565_WGBS	all	63	16.6137566137566	841	66.4366271857354	1037	25.1397498890267	71.9267180528806	37.5883620273693
Jadhav_2019_Instestinal_Epithelium_SRR6763519_GSM3020565_WGBS	all	81	15.299823633157	930	65.8616195632325	1141	26.3252892788388	71.6095822507228	37.0196537293159
Jadhav_2019_Macrophage_SRR6763520_GSM3020566_WGBS	all	64	47.03125	729	70.8914690704814	855	50.0581082335468	79.0290791028245	45.8698332348382
Jadhav_2019_Macrophage_SRR6763521_GSM3020566_WGBS	all	64	48.9583333333333	670	71.3691014623851	776	49.7454896907217	79.1868562384616	46.1020712660436
Neural_Ectoderm_8weeks_pseudobulk	all	112	46.6696428571429	1115	37.4233183856502	1337	77.1077038145101	77.9505429900201	37.9466638436797
E8.5_Surface_ectoderm_pseudobulk	all	22	42.0454545454546	289	44.7785467128028	374	47.7245989304813	81.2157169337695	45.248753933367
E8.5_Paraxial_mesoderm_pseudobulk	all	10	40	170	49.0235294117647	295	37.5152542372881	77.0104508352199	38.4641415037941
E8.5_Endothelium_pseudobulk	all	21	40.4761904761905	317	51.1545741324921	367	31.700272479564	75.5720410250396	38.0512644297485
E8.5_Haematoendothelial_progenitors_pseudobulk	all	22	56.8181818181818	143	45.8041958041958	193	40.4974093264249	76.313111537275	37.7804583727318
E8.5_Cardiomyocytes_pseudobulk	all	0		7	42.8571428571429	20	35	77.404555776327	39.5823921391462
E8.5_Mesenchyme_pseudobulk	all	0		45	43.3333333333333	36	11.1111111111111	73.1591401650364	37.9467193068269
E8.5_Blood_progenitors_2_pseudobulk	all	58	45.8275862068966	409	54.3105134474328	582	34.1546391752577	73.979416746579	37.7474959991942
E8.5_Blood_progenitors_1_pseudobulk	all	25	50	269	52.2193308550186	341	29.5718475073314	77.1079831676455	42.370852936194
E8.5_Spinal_cord_pseudobulk	all	2	50	124	42.3387096774194	154	62.012987012987	82.0290069298449	45.5129114991392
E8.5_Gut_pseudobulk	all	11	36.3636363636364	67	64.6716417910448	110	21.6636363636364	79.3884236207961	41.587856229226
E8.5_Pharyngeal_mesoderm_pseudobulk	all	13	69.2307692307692	84	50	150	28	78.3627781137905	39.4437032526038
E8.5_Forebrain_Midbrain_Hindbrain_pseudobulk	all	21	66.6666666666667	132	29.1666666666667	199	62.4824120603015	79.8614613341937	42.3089197466416
E8.5_Somitic_mesoderm_pseudobulk	all	2	0	26	50	30	30	80.5783966092853	47.6307688134858
E8.5_Intermediate_mesoderm_pseudobulk	all	4	50	95	49.4736842105263	122	41.3934426229508	77.5821694786282	36.5681887096268
E8.5_Neural_crest_pseudobulk	all	2	100	52	46.1538461538462	62	54.0322580645161	80.6818576849614	44.5447408127254
E7.5_Gut_pseudobulk	all	19	52.6315789473684	283	53.2367491166078	348	37.2988505747126	76.9686821172596	46.8191791200651
E7.5_Def._endoderm_pseudobulk	all	31	73.3870967741936	391	50.5089514066496	495	47.7434343434344	82.5356593833255	52.2019340923276
E7.5_Notochord_pseudobulk	all	13	62.8461538461539	171	53.6842105263158	232	48.8146551724138	82.8982829856177	48.6252928742172
E7.5_Nascent_mesoderm_pseudobulk	all	35	66.2857142857143	368	49.2010869565218	510	54.0627450980392	82.843278085966	52.5416696299746
E7.5_Rostral_neurectoderm_pseudobulk	all	37	63.6756756756757	366	37.8606557377049	494	66.5323886639676	83.3961458182566	53.3051801756738
E6.5_Epiblast_pseudobulk	all	41	63.0243902439024	491	43.9002036659878	622	65.2234726688103	84.4323824882521	55.0833470449838
E6.5_Primitive_Streak_pseudobulk	all	42	70.2619047619048	420	48.65	558	60.6505376344086	83.3928833251301	54.0534107928849
E7.5_Mixed_mesoderm_pseudobulk	all	33	52.0606060606061	348	48.7787356321839	449	46.6280623608018	81.4839642888125	50.7670101393974
E7.5_Mesenchyme_pseudobulk	all	5	80	46	58.6956521739131	77	32.4675324675325	74.363521504076	38.5766578914379
E7.5_Surface_ectoderm_pseudobulk	all	0		17	23.5294117647059	19	63.1578947368421	70.1950451387935	33.3624518803672
E5.5_Epiblast_pseudobulk	all	45	43.9333333333333	486	43.5946502057613	613	55.8792822185971	76.150935178011	50.1385539136866
E4.5_Primitive_endoderm_pseudobulk	all	41	6.60975609756098	450	19.5	586	15.2986348122867	28.6424902216388	16.5515742418233
E4.5_Epiblast_pseudobulk	all	39	10.2307692307692	396	26.8964646464647	525	14.7009523809524	25.8289151370215	18.6777137524603
E7.5_Intermediate_mesoderm_pseudobulk	all	3	66.6666666666667	47	48.936170212766	63	50.7936507936508	82.942418043893	47.1658855570763
E7.5_Somitic_mesoderm_pseudobulk	all	7	28.5714285714286	17	58.8235294117647	28	82.1428571428571	82.8810897877946	46.1566258094357
E7.5_Paraxial_mesoderm_pseudobulk	all	1	0	23	47.8260869565218	20	50	74.1707488892557	38.3743183455088
E6.5_Anterior_Primitive_Streak_pseudobulk	all	6	100	111	52.5495495495496	145	57.9310344827586	81.5182762596905	47.5894021713335
E3.5_ICM	all	36	1.88888888888889	376	20.0212765957447	508	7.84251968503937	18.6607385401005	10.1370903222651
E8.5_Erythroid1_pseudobulk	all	1	100	87	47.7011494252874	103	28.1553398058252	71.3139507448171	35.0881755756699
E8.5_Erythroid2_pseudobulk	all	11	0	37	68.9189189189189	49	13.265306122449	66.1275484692191	31.3227531181218
E8.5_Erythroid3_pseudobulk	all	38	21.7105263157895	336	43.4553571428572	394	21.0812182741117	62.4175844304307	32.4671198686088
Cortez_Diaz_GSM3974520_WGBS_3M_rep1	all	96	52.4503968253968	1016	40.2146259798819	1219	65.2099040327096	79.8852855632742	45.3149448129722
Cortez_Diaz_GSM3974524_WGBS_12M_rep2	all	94	51.1142964600411	1023	37.2804077642787	1214	63.767490289319	78.5548047535247	43.2711407461076
Cortez_Diaz_GSM3974527_WGBS_18M_rep3	all	100	45.9142857142857	1029	40.7943729955392	1242	66.4009342330598	79.5326684221283	44.9155767714735
Cortez_Diaz_GSM3974530_WGBS_24M_rep3	all	97	53.9702994599902	990	38.6921596921597	1225	66.6413199045852	79.2852605598016	44.5343896820061
Cortez_Diaz_GSM3974521_WGBS_3M_rep2	all	96	56.1094200937951	1024	41.0126868574134	1246	67.8240855809074	80.1974313008923	46.2881309363133
Cortez_Diaz_GSM3974525_WGBS_18M_rep1	all	97	45.7572410407462	1048	41.3000747662007	1243	66.7914551703771	79.2174010763581	44.445278683068
Cortez_Diaz_GSM3974528_WGBS_24M_rep1	all	98	51.7431972789116	1017	42.5617035646534	1229	67.5300425097008	80.091297912573	46.0032385276173
Cortez_Diaz_GSM3974522_WGBS_3M_rep3	all	104	54.4785209448671	1037	41.6180610346473	1242	66.4720364176886	79.6573489938343	45.0303630214654
Cortez_Diaz_GSM3974526_WGBS_18M_rep2	all	96	49.5721726190476	999	39.8081017525462	1225	68.2684424419118	79.719179069395	45.0435746105323
Cortez_Diaz_GSM3974529_WGBS_24M_rep2	all	100	46.9535714285714	1026	37.3606083109007	1240	64.1689399310367	79.2265661012999	44.1059157722457
Cortez_Diaz_GSM3974523_WGBS_12M_rep1	all	95	56.140350877193	1064	35.0428080691239	1278	64.5443721206632	78.2250584876893	42.6616954523001
Morales_Nebreda_GSM4584977_AgedTreg_naive_1	all	0		11	45.0592885375494	4	75	76.1173930669973	47.9602472877045
Morales_Nebreda_GSM4584979_AgedTreg_naive_3	all	2	0	5	20	22	68.1818181818182	77.1287346463138	54.0208390902286
Morales_Nebreda_GSM4584981_YoungTreg_naive_2	all	8	50	39	62.8205128205128	71	52.6760563380282	80.5578659613719	54.80458447498
Morales_Nebreda_GSM4584978_AgedTreg_naive_2	all	3	33.3333333333333	20	55	19	47.3684210526316	76.9013720557073	50.575897491993
Morales_Nebreda_GSM4584980_YoungTreg_naive_1	all	1	100	30	90	34	61.7647058823529	81.7467922979943	57.1214688351293
Morales_Nebreda_GSM4584982_YoungTreg_naive_3	all	5	60	44	56.8181818181818	56	52.1726190476191	81.3008153888277	54.6752964927631
GSE187073_small_intestine_adult_cpg_meth	all	112	23.1785714285714	1113	58.099730458221	1333	30.3570892723181	72.1508901490635	35.6928986924107
GSE187979_lung_adult_cpg_meth	all	112	33.7321428571429	1110	52.4495495495496	1334	31.9340329835083	71.5203425772749	34.0331894724433
GSE188006_large_intestine_adult_cpg_meth	all	112	25.4821428571429	1113	57.1087151841869	1336	31.7896706586826	71.8953801339426	34.9418760286754
GSE188068_heart_adult_cpg_meth	all	112	39.4464285714286	1117	54.0850492390331	1335	32.7153558052435	70.7122754863641	34.3150205039615
GSE187185_olfactory_bulb_adult_cpg_meth	all	112	39.4107142857143	1113	35.2048517520216	1334	67.3223388305847	77.1074371234395	37.8082914524294
GSE187995_cerebellum_adult_cpg_meth	all	112	40.0446428571429	1115	33.9677130044843	1333	63.9962490622656	74.4980108838525	34.8541193140372
GSE188027_liver_adult_cpg_meth	all	110	19.8454545454545	1114	61.4766606822262	1328	34.4879518072289	73.9325823382309	39.3167646373444
GSE188220_kidney_adult_cpg_meth	all	112	35.9107142857143	1115	52.6161434977579	1336	41.5920658682635	74.125696354446	35.6143043506343
GSE187721_bone_marrow_adult_cpg_meth	all	112	29.8035714285714	1110	57.9135135135135	1335	40.0014981273408	69.7469823091249	36.3711371794897
GSE188000_spleen_adult_cpg_meth	all	112	37.4017857142857	1111	61.4716471647165	1334	47.7421289355322	76.7398866274893	40.6007374289501
GSE188068_cerebral_cortex_adult_cpg_meth	all	112	40.9732142857143	1113	37.3863432165319	1332	66.9572072072072	76.4235781206351	37.7353566516563
Avrahami_2015_SRR2034988_GSM1677165_18week_BetaCells	all	47	20.2127659574468	594	62.5462962962963	678	45.8192864166316	74.1145673899412	40.9208354831524
Avrahami_2015_SRR2034990_GSM1677165_18week_BetaCells	all	79	32.1323086196504	835	63.2644364949754	984	46.5765430933114	75.0746924620199	42.0792737498844
Avrahami_2015_SRR2034992_GSM1677166_4week_BetaCells	all	56	25.2522675736962	585	64.6324107990775	733	49.2867428917906	73.0731899232805	39.2311174178584
Avrahami_2015_SRR2034989_GSM1677165_18week_BetaCells	all	83	32.0075540256263	857	63.2137386469359	967	45.4529011147419	74.9979925411286	42.0124446567166
Avrahami_2015_SRR2034991_GSM1677166_4week_BetaCells	all	57	20.4546087440824	640	62.2427455357143	744	48.9946556579621	73.5536925735603	39.9710894168828
Avrahami_2015_SRR2034993_GSM1677166_4week_BetaCells	all	61	20.3103044496487	694	62.4459654178674	811	50.8582878280782	73.9230965264958	40.4827452483132
Lister_2013_GSM1173779_MethylC-Seq_mm_fc_fetal	all	96	54.3573946308321	1040	20.6556291767061	1267	63.1791359119983	78.5689060885563	40.8060632350231
Lister_2013_GSM1173780_MethylC-Seq_mm_fc_1wk	all	109	41.6340107395153	1106	20.2419429923853	1319	60.6618427099072	74.1602064483979	33.4608516896849
Lister_2013_GSM1173781_MethylC-Seq_mm_fc_2wk	all	110	40.7928531687682	1088	32.4236393215662	1296	59.924765240133	73.6073841174303	34.9885540064556
Lister_2013_GSM1173782_MethylC-Seq_mm_fc_4wk	all	108	37.6336512590066	1083	39.807318079757	1290	66.8100718556208	75.927820264934	37.7721998059999
Lister_2013_GSM1173783_MethylC-Seq_mm_fc_6wk	all	107	46.699935559938	1097	40.2354656196234	1304	67.7250467198501	76.1784078596933	38.1192480572056
Lister_2013_GSM1173784_MethylC-Seq_mm_fc_10wk	all	107	35.3080586009509	1058	36.6223775892996	1273	65.1107754177442	74.7450874953477	35.752195291945
Lister_2013_GSM1173785_MethylC-Seq_mm_fc_22mo	all	113	41.2416108721487	1112	38.2049745422159	1336	66.3049988517356	75.4214127973509	37.3558137268788
Lister_2013_GSM1173786_MethylC-Seq_mm_fc_7wk_neun_pos	all	108	44.508460932072	1089	39.3914296626112	1313	81.2708345332831	79.4607718192955	40.79684125721
Lister_2013_GSM1173787_MethylC-Seq_mm_fc_7wk_neun_neg	all	113	44.4100853313256	1112	38.4081976184851	1332	60.6995092384512	74.4985114401261	38.521569177624
Lister_2013_GSM1173788_MethylC-Seq_mm_fc_6wk_neun_pos	all	109	48.7203291102374	1089	39.1680930207911	1308	80.681079135781	79.2108313179094	40.6776590860401
Lister_2013_GSM1173789_MethylC-Seq_mm_fc_6wk_neun_neg	all	91	31.1407639979069	1008	40.2716757999496	1218	57.0816535225402	74.86944152322	41.1007814113005
Lister_2013_GSM1173790_MethylC-Seq_mm_fc_12mo_neun_pos	all	111	38.9929005060584	1105	40.5200699056099	1314	81.1515830818141	79.2424964565794	40.4697672815877
Lister_2013_GSM1173791_MethylC-Seq_mm_fc_12mo_neun_neg	all	112	47.04461708926	1092	37.0693375894976	1308	63.7281559758624	75.62264703163	39.9187605170707
101weeks_Mesoderm_pseudobulk	all	18	23.4444444444444	124	66.9354838709678	146	55.8219178082192	65.6408863108619	27.0140613831308
77weeks_Mesoderm_pseudobulk	all	85	33.7647058823529	712	64.1053370786517	973	48.2959917780062	74.911349548242	37.7913092139312
36weeks_Mesoderm_pseudobulk	all	60	18.25	496	62.3326612903226	564	50.6560283687943	71.0509176667927	32.6962879079204
